event_id,user_id,event_date,country,subscription_plan,device_type,traffic_source,event_type,session_duration_mins,monthly_revenue,customer_support_tickets
E52299,U10996,2023-06-15,UK,Basic,Mobile,Organic,Login,58,$19.18,1
E52300,U10146,2024-04-09,Australia,Free,Mobile,Organic,Login,119,$427.06,3
E52301,U10279,2023-03-10,Canada,Free,Tablet,Referral,Login,87,$154.16,1
E52302,U11185,2024-04-17,Germany,Basic,Tablet,Ads,Login,38,$370.92,0
E52303,U10410,2024-05-15,Germany,Enterprise,Mobile,Organic,Login,19,$182.67,2
E52304,U10961,2024-07-01,USA,Enterprise,Desktop,Organic,Churn,144,$405.28,1
E52305,U10940,2024-05-29,UK,Pro,Desktop,Email,Feature_Use,170,$73.16,0
E52306,U10439,2024-04-25,Canada,Basic,Mobile,Organic,Login,175,$449.95,1
E52307,U10266,2024-01-18,UK,Free,Tablet,Referral,Feature_Use,57,$108.32,2
E52308,U10794,2024-01-19,USA,Free,Tablet,Email,Login,161,$355.56,5
E52309,U10633,2023-01-16,Canada,Basic,Tablet,Referral,Churn,167,$272.7,2
E52310,U11103,2024-08-12,USA,Enterprise,Tablet,Referral,Login,173,$32.05,1
E52311,U11015,2023-02-13,USA,Free,Tablet,Organic,Upgrade,116,$325.44,1
E52312,U10399,2023-03-24,UK,Basic,Tablet,Ads,Login,137,$409.5,2
E52313,U10055,2023-10-02,UK,Enterprise,Mobile,Ads,Downgrade,20,$93.05,2
E52314,U10503,2024-02-14,India,Basic,Desktop,Organic,Feature_Use,119,$433.93,0
E52315,U10898,2023-08-20,Australia,Basic,Mobile,Ads,Churn,144,$382.41,4
E52316,U10660,2023-12-08,Canada,Enterprise,Mobile,Email,Feature_Use,92,$304.57,1
E52317,U10428,2024-05-05,Canada,Free,Mobile,Ads,Upgrade,72,$373.45,2
E52318,U10026,2023-11-24,USA,Free,Desktop,Organic,Login,133,$327.94,0
E52319,U10682,2023-05-07,UK,Free,Tablet,Email,Upgrade,150,$190.9,1
E52320,U10703,2024-08-03,Germany,Pro,Desktop,Email,Login,110,$20.37,1
E52321,U10709,2023-08-01,India,Basic,Mobile,Email,Login,15,$338.97,3
E52322,U10559,2023-06-30,Germany,Pro,Mobile,Ads,Login,89,$15.32,2
E52323,U10647,2023-04-23,USA,Enterprise,Desktop,Ads,Feature_Use,163,$401.18,3
E52324,U10802,2023-10-29,India,Enterprise,Mobile,Ads,Login,81,$57.76,2
E52325,U10745,2023-02-14,Australia,Pro,Desktop,Organic,Churn,66,$254.05,1
E52326,U10053,2023-09-15,USA,Free,Desktop,Referral,Login,178,$412.45,0
E52327,U10567,2023-03-10,Germany,Pro,Tablet,Ads,Feature_Use,90,$36.37,3
E52328,U10326,2023-11-21,Australia,Pro,Mobile,Organic,Login,20,$431.84,2
E52329,U10545,2023-10-24,India,Free,Mobile,Email,Login,27,$356.94,1
E52330,U10544,2023-11-23,Germany,Free,Mobile,Email,Login,179,$12.63,2
E52331,U10379,2023-07-01,UK,Free,Mobile,Referral,Login,137,$213.49,1
E52332,U10418,2024-08-18,UK,Basic,Tablet,Email,Feature_Use,46,$327.78,1
E52333,U10733,2024-05-01,Canada,Free,Tablet,Email,Feature_Use,105,$281.84,1
E52334,U11088,2024-03-15,USA,Enterprise,Tablet,Organic,Login,168,$229.21,0
E52335,U10791,2024-06-14,Germany,Basic,Desktop,Organic,Feature_Use,38,$117.69,1
E52336,U10602,2023-07-08,Canada,Pro,Desktop,Ads,Churn,33,$256.5,1
E52337,U10892,2023-07-28,UK,Basic,Desktop,Referral,Login,158,$375.98,0
E52338,U10670,2023-01-28,India,Basic,Tablet,Ads,Feature_Use,63,$375.33,2
E52339,U11169,2023-06-30,India,Pro,Mobile,Email,Churn,111,$80.77,3
E52340,U10706,2024-03-19,Germany,Enterprise,Tablet,Ads,Login,131,$72.69,0
E52341,U10984,2023-11-15,Canada,Basic,Mobile,Email,Feature_Use,56,$20.36,2
E52342,U10388,2024-02-09,India,Enterprise,Tablet,Organic,Upgrade,13,$346.68,4
E52343,U10647,2023-06-20,USA,Pro,Mobile,Referral,Login,161,$466.01,0
E52344,U10911,2024-01-18,Australia,Free,Tablet,Organic,Churn,33,$342.08,1
E52345,U10625,2023-11-23,USA,Free,Tablet,Referral,Login,68,$265.82,2
E52346,U10807,2023-03-11,Australia,Pro,Mobile,Organic,Login,176,$41.71,3
E52347,U10152,2023-10-04,India,Free,Desktop,Ads,Feature_Use,176,$150.01,2
E52348,U10104,2024-05-14,Australia,Basic,Tablet,Organic,Login,26,$18.23,2
E52349,U10552,2023-12-26,Germany,Basic,Tablet,Organic,Login,131,$476.4,2
E52350,U11129,2023-09-04,Australia,Enterprise,Desktop,Email,Feature_Use,61,$52.68,3
E52351,U10206,2023-02-21,Germany,Basic,Tablet,Email,Feature_Use,16,$376.01,2
E52352,U10440,2023-01-13,India,Pro,Mobile,Email,Login,156,$499.42,1
E52353,U10627,2023-03-09,USA,Basic,Desktop,Referral,Feature_Use,146,$445.19,0
E52354,U10235,2023-03-24,USA,Basic,Tablet,Referral,Login,127,$343.93,3
E52355,U10161,2023-06-28,USA,Basic,Mobile,Ads,Feature_Use,34,$178.65,1
E52356,U10988,2023-06-22,Germany,Pro,Tablet,Organic,Login,42,$271.82,1
E52357,U10009,2023-10-05,UK,Free,Mobile,Referral,Login,103,$28.93,1
E52358,U10820,2024-06-15,UK,Pro,Desktop,Email,Login,14,$362.41,3
E52359,U10070,2023-04-19,Germany,Free,Desktop,Referral,Login,39,$151.28,1
E52360,U10419,2023-08-08,India,Pro,Desktop,Email,Login,129,$483.39,3
E52361,U10409,2023-05-04,Australia,Free,Mobile,Ads,Feature_Use,27,$42.17,0
E52362,U10929,2024-02-26,Canada,Free,Mobile,Email,Feature_Use,68,$207.28,1
E52363,U10771,2023-12-15,Australia,Enterprise,Tablet,Organic,Login,167,$467.18,1
E52364,U10179,2024-05-11,Germany,Free,Tablet,Ads,Login,125,$495.03,1
E52365,U10265,2024-02-13,India,Free,Mobile,Referral,Login,91,$359.26,0
E52366,U10473,2024-01-22,Germany,Pro,Tablet,Ads,Feature_Use,101,$402.37,1
E52367,U10809,2023-11-08,Canada,Free,Mobile,Ads,Upgrade,44,$70.88,1
E52368,U10393,2023-10-21,UK,Free,Tablet,Organic,Downgrade,138,$174.74,2
E52369,U10448,2024-01-15,Germany,Free,Desktop,Referral,Downgrade,100,$75.45,1
E52370,U11086,2023-08-07,Australia,Free,Desktop,Email,Login,119,$114.95,2
E52371,U11051,2024-03-29,Australia,Free,Mobile,Ads,Feature_Use,41,$27.08,0
E52372,U10573,2023-08-23,India,Free,Tablet,Organic,Login,106,$135.3,1
E52373,U10051,2023-03-07,Germany,Free,Desktop,Ads,Login,44,$368.14,2
E52374,U10151,2023-11-27,UK,Pro,Desktop,Email,Upgrade,68,$59.02,3
E52375,U11115,2024-08-13,Germany,Pro,Tablet,Organic,Downgrade,23,$264.82,3
E52376,U10540,2024-07-10,UK,Free,Desktop,Referral,Downgrade,75,$68.95,3
E52377,U11199,2023-08-19,India,Basic,Tablet,Email,Feature_Use,40,$239.24,1
E52378,U10116,2024-01-21,USA,Basic,Desktop,Ads,Login,137,$276.49,3
E52379,U10307,2024-01-12,Australia,Free,Mobile,Email,Feature_Use,169,$468.88,0
E52380,U10187,2024-01-08,Australia,Basic,Mobile,Ads,Churn,23,$340.17,1
E52381,U10588,2023-09-16,Canada,Pro,Tablet,Referral,Feature_Use,21,$423.28,2
E52382,U10728,2023-08-14,UK,Free,Desktop,Referral,Feature_Use,8,$89.17,2
E52383,U10314,2023-05-14,USA,Pro,Desktop,Organic,Churn,34,$349.85,0
E52384,U10315,2023-04-06,Australia,Free,Desktop,Organic,Login,178,$147.37,2
E52385,U10314,2024-04-06,India,Pro,Desktop,Ads,Login,139,$434.51,1
E52386,U10938,2023-03-10,India,Free,Mobile,Email,Login,88,$319.99,1
E52387,U10892,2024-07-21,Canada,Free,Desktop,Email,Login,170,$242.82,1
E52388,U10507,2023-05-14,Canada,Basic,Desktop,Ads,Login,53,$394.65,0
E52389,U10287,2024-04-26,Australia,Free,Desktop,Referral,Login,1,$165.87,1
E52390,U10684,2023-01-14,USA,Basic,Desktop,Email,Feature_Use,141,$394.68,2
E52391,U11045,2023-05-02,Germany,Enterprise,Mobile,Organic,Churn,80,$380.86,5
E52392,U10784,2023-01-16,Australia,Free,Mobile,Ads,Login,17,$411.75,3
E52393,U10909,2023-02-21,Canada,Free,Desktop,Email,Login,75,$18.78,1
E52394,U10617,2023-09-11,India,Basic,Mobile,Ads,Login,144,$31.02,1
E52395,U10338,2023-08-29,Australia,Basic,Desktop,Organic,Churn,81,$409.49,1
E52396,U10661,2023-01-25,Canada,Pro,Mobile,Referral,Feature_Use,75,$458.53,1
E52397,U10822,2023-11-17,USA,Free,Desktop,Organic,Login,43,$47.71,1
E52398,U10612,2023-08-31,USA,Pro,Desktop,Organic,Login,163,$155.04,1
E52399,U10195,2024-02-05,Germany,Free,Mobile,Email,Login,156,$21.27,3
E52400,U10723,2023-08-11,India,Basic,Mobile,Referral,Upgrade,46,$492.28,1
E52401,U10666,2024-08-01,Canada,Basic,Mobile,Referral,Login,74,$2.58,2
E52402,U10228,2023-04-09,USA,Free,Tablet,Referral,Downgrade,159,$47.07,6
E52403,U10831,2023-07-03,USA,Free,Tablet,Referral,Login,115,$210.39,0
E52404,U11136,2023-07-22,Australia,Basic,Mobile,Referral,Login,5,$194.43,1
E52405,U10626,2024-01-04,Germany,Pro,Tablet,Organic,Login,21,$359.09,1
E52406,U10503,2023-04-15,Canada,Basic,Desktop,Referral,Feature_Use,9,$235.17,3
E52407,U10234,2023-08-21,India,Basic,Desktop,Ads,Login,68,$311.69,1
E52408,U10819,2024-04-27,UK,Free,Mobile,Organic,Feature_Use,29,$338.68,3
E52409,U10275,2024-07-16,USA,Basic,Mobile,Referral,Feature_Use,162,$26.37,2
E52410,U10284,2023-03-24,UK,Basic,Tablet,Organic,Feature_Use,169,$210.55,1
E52411,U10566,2024-07-19,India,Free,Tablet,Referral,Login,46,$273.25,1
E52412,U10523,2024-08-16,UK,Basic,Tablet,Organic,Downgrade,122,$153.34,3
E52413,U10482,2024-03-27,Canada,Free,Desktop,Ads,Login,51,$349.46,1
E52414,U10556,2024-03-01,India,Pro,Desktop,Organic,Login,126,$434.98,2
E52415,U11154,2023-06-27,Australia,Basic,Mobile,Email,Login,179,$85.4,1
E52416,U10873,2024-05-01,Canada,Free,Mobile,Referral,Upgrade,54,$351.27,0
E52417,U10900,2024-07-12,USA,Free,Desktop,Organic,Feature_Use,137,$413.86,3
E52418,U10227,2023-05-20,Canada,Free,Mobile,Ads,Upgrade,168,$256.84,3
E52419,U10090,2023-05-11,USA,Enterprise,Mobile,Organic,Login,7,$317.98,0
E52420,U11023,2023-11-30,Australia,Enterprise,Mobile,Ads,Login,131,$68.6,4
E52421,U10979,2024-03-18,Canada,Free,Mobile,Referral,Feature_Use,153,$124.86,2
E52422,U11149,2023-12-30,India,Basic,Mobile,Ads,Upgrade,156,$13.34,2
E52423,U10279,2023-02-19,Germany,Pro,Desktop,Referral,Upgrade,145,$443.7,1
E52424,U10655,2023-07-20,Australia,Basic,Mobile,Ads,Upgrade,56,$61.1,2
E52425,U10718,2023-01-09,India,Free,Mobile,Organic,Login,110,$488.42,1
E52426,U11142,2023-03-18,Germany,Pro,Mobile,Ads,Upgrade,77,$7.49,2
E52427,U10272,2023-10-29,UK,Free,Mobile,Email,Login,167,$453.06,0
E52428,U10125,2023-08-30,UK,Enterprise,Desktop,Ads,Feature_Use,54,$412.88,2
E52429,U10903,2023-09-15,USA,Pro,Mobile,Referral,Login,2,$240.91,2
E52430,U10344,2024-08-22,UK,Pro,Desktop,Referral,Login,5,$11.94,1
E52431,U10006,2023-08-16,India,Pro,Mobile,Ads,Login,39,$136.78,2
E52432,U10015,2023-09-27,Germany,Free,Desktop,Ads,Login,173,$416.56,1
E52433,U10942,2024-05-17,India,Basic,Desktop,Email,Login,50,$100.35,1
E52434,U10937,2023-03-19,Germany,Basic,Tablet,Organic,Feature_Use,139,$102.09,1
E52435,U10445,2024-06-22,UK,Free,Tablet,Email,Login,83,$196.59,0
E52436,U10573,2024-01-06,India,Free,Mobile,Referral,Login,169,$263.2,1
E52437,U10067,2023-06-21,Germany,Pro,Tablet,Ads,Feature_Use,121,$175.78,3
E52438,U10454,2023-05-19,UK,Basic,Tablet,Ads,Upgrade,22,$178.61,1
E52439,U10230,2023-01-18,UK,Free,Mobile,Ads,Login,11,$269.34,4
E52440,U10047,2023-06-21,Canada,Free,Tablet,Email,Upgrade,83,$99.94,1
E52441,U10717,2023-07-08,Australia,Free,Mobile,Email,Downgrade,142,$33.19,1
E52442,U10888,2024-08-04,USA,Free,Tablet,Referral,Login,51,$2.27,0
E52443,U10505,2024-06-15,India,Basic,Mobile,Ads,Feature_Use,92,$199.75,0
E52444,U10710,2024-05-30,Germany,Pro,Mobile,Organic,Login,61,$398.12,1
E52445,U10740,2023-06-05,Germany,Free,Desktop,Ads,Login,95,$126.02,2
E52446,U11003,2023-09-20,India,Basic,Desktop,Ads,Upgrade,39,$191.11,0
E52447,U10318,2023-11-23,India,Free,Tablet,Email,Feature_Use,149,$344.14,1
E52448,U10589,2023-07-01,Canada,Free,Desktop,Email,Feature_Use,40,$396.67,0
E52449,U10175,2023-01-11,India,Basic,Mobile,Email,Upgrade,22,$376.09,0
E52450,U11078,2024-02-03,USA,Free,Tablet,Email,Downgrade,124,$315.57,1
E52451,U10367,2023-06-09,Australia,Basic,Desktop,Referral,Upgrade,171,$160.74,1
E52452,U10804,2023-11-06,India,Basic,Tablet,Ads,Login,63,$84.67,1
E52453,U10885,2023-08-13,India,Free,Desktop,Email,Login,25,$397.86,0
E52454,U10095,2023-08-10,India,Basic,Desktop,Email,Login,22,$261.09,0
E52455,U10860,2023-02-27,Australia,Enterprise,Desktop,Ads,Upgrade,54,$259.87,0
E52456,U10341,2024-05-07,Canada,Free,Mobile,Ads,Login,91,$51.67,1
E52457,U10944,2023-02-22,Canada,Free,Mobile,Referral,Login,92,$288.38,4
E52458,U11068,2023-06-17,India,Pro,Desktop,Email,Login,47,$124.94,1
E52459,U10441,2024-01-24,Canada,Free,Tablet,Email,Churn,114,$164.32,1
E52460,U10445,2024-05-22,USA,Free,Mobile,Email,Login,29,$396.52,1
E52461,U11044,2024-08-11,India,Free,Desktop,Referral,Churn,159,$70.51,3
E52462,U11052,2023-07-27,India,Basic,Desktop,Ads,Login,124,$128.79,2
E52463,U10614,2024-05-07,UK,Enterprise,Desktop,Email,Login,127,$272.5,2
E52464,U10026,2023-04-25,India,Pro,Desktop,Organic,Login,125,$243.96,5
E52465,U10632,2023-10-17,Canada,Pro,Mobile,Email,Feature_Use,37,$97.15,4
E52466,U10677,2023-04-13,India,Basic,Mobile,Organic,Feature_Use,67,$431.11,4
E52467,U10233,2023-01-30,USA,Pro,Mobile,Email,Feature_Use,154,$236.47,2
E52468,U10867,2024-06-17,USA,Pro,Desktop,Ads,Churn,142,$310.51,5
E52469,U10370,2023-11-10,Australia,Basic,Desktop,Referral,Feature_Use,21,$396.19,3
E52470,U11132,2023-08-17,Australia,Free,Desktop,Email,Feature_Use,46,$495.84,0
E52471,U10734,2024-02-23,Germany,Pro,Tablet,Organic,Login,148,$146.81,0
E52472,U10337,2023-06-07,Canada,Enterprise,Mobile,Organic,Feature_Use,99,$227.78,2
E52473,U10293,2023-03-07,UK,Free,Desktop,Ads,Login,94,$489.26,1
E52474,U11003,2023-09-05,Australia,Enterprise,Desktop,Email,Login,150,$146.5,2
E52475,U10115,2024-06-26,India,Free,Mobile,Organic,Feature_Use,130,$344.2,4
E52476,U11136,2024-02-10,USA,Free,Mobile,Ads,Feature_Use,176,$349.58,1
E52477,U10464,2024-01-12,USA,Free,Desktop,Ads,Login,115,$191.06,2
E52478,U11059,2024-07-29,USA,Pro,Mobile,Ads,Feature_Use,124,$294.33,2
E52479,U10424,2024-08-03,UK,Free,Tablet,Referral,Login,80,$134.39,1
E52480,U10413,2023-05-15,Germany,Basic,Mobile,Ads,Login,30,$466.67,1
E52481,U10856,2024-07-03,Australia,Basic,Mobile,Email,Login,138,$427.77,1
E52482,U10598,2023-02-19,India,Basic,Desktop,Organic,Login,84,$325.03,3
E52483,U10930,2023-07-07,Germany,Pro,Desktop,Referral,Login,177,$178.41,3
E52484,U10436,2023-02-07,UK,Free,Mobile,Email,Login,22,$308.22,0
E52485,U10080,2024-05-30,UK,Basic,Tablet,Organic,Login,125,$465.33,3
E52486,U10391,2023-08-25,UK,Basic,Mobile,Ads,Feature_Use,79,$494.13,2
E52487,U10146,2024-02-19,Australia,Free,Desktop,Organic,Downgrade,22,$46.57,3
E52488,U10958,2024-05-20,Canada,Pro,Desktop,Organic,Feature_Use,10,$118.67,2
E52489,U10404,2024-05-27,India,Pro,Desktop,Email,Login,94,$104.73,0
E52490,U11152,2023-01-18,Germany,Basic,Desktop,Organic,Login,74,$94.24,1
E52491,U10917,2023-06-09,Canada,Pro,Mobile,Organic,Login,56,$152.4,1
E52492,U10231,2023-11-06,Canada,Free,Mobile,Email,Churn,165,$455.01,0
E52493,U10495,2024-08-07,USA,Free,Tablet,Email,Login,163,$231.85,2
E52494,U10940,2024-01-27,Australia,Pro,Desktop,Referral,Login,39,$220.66,1
E52495,U10294,2024-06-11,UK,Free,Mobile,Email,Churn,61,$322.99,2
E52496,U10132,2023-08-14,UK,Free,Desktop,Organic,Login,135,$251.42,2
E52497,U10658,2024-07-20,India,Free,Desktop,Email,Login,158,$220.05,3
E52498,U11151,2023-02-08,UK,Basic,Tablet,Referral,Upgrade,146,$304.81,1
E52499,U10901,2023-02-02,India,Free,Desktop,Organic,Login,145,$349.7,1
E52500,U10450,2023-05-20,UK,Free,Desktop,Organic,Login,67,$139.87,1
E52501,U10162,2023-12-26,UK,Basic,Desktop,Referral,Login,169,$136.47,1
E52502,U10907,2023-03-05,India,Free,Mobile,Organic,Downgrade,4,$331.17,1
E52503,U10911,2024-05-16,Canada,Enterprise,Desktop,Email,Login,14,$363.56,1
E52504,U10620,2024-01-16,UK,Basic,Tablet,Ads,Churn,79,$114.02,1
E52505,U10350,2023-08-11,Australia,Free,Mobile,Ads,Login,83,$206.49,6
E52506,U10841,2023-10-08,Australia,Free,Mobile,Referral,Feature_Use,66,$231.39,0
E52507,U10005,2023-01-10,Australia,Basic,Desktop,Referral,Login,41,$27.67,3
E52508,U10961,2024-03-16,UK,Enterprise,Mobile,Referral,Feature_Use,101,$331.97,0
E52509,U10094,2023-08-04,UK,Pro,Desktop,Email,Login,174,$128.18,2
E52510,U10839,2024-01-26,Germany,Basic,Tablet,Email,Feature_Use,100,$402.32,0
E52511,U10688,2023-12-09,India,Enterprise,Mobile,Referral,Feature_Use,91,$171.66,3
E52512,U10201,2023-12-19,Australia,Enterprise,Mobile,Email,Login,17,$379.49,1
E52513,U10450,2024-02-15,Canada,Basic,Mobile,Organic,Login,170,$406.2,2
E52514,U10845,2023-03-17,Canada,Basic,Mobile,Organic,Login,78,$492.13,3
E52515,U10704,2023-03-24,India,Free,Mobile,Referral,Upgrade,12,$349.61,1
E52516,U10736,2024-02-12,Canada,Basic,Tablet,Email,Login,116,$415.85,1
E52517,U10067,2024-04-13,Germany,Enterprise,Mobile,Email,Churn,15,$145.4,1
E52518,U10729,2023-06-29,USA,Free,Desktop,Referral,Login,34,$201.78,1
E52519,U10727,2023-06-11,Australia,Free,Tablet,Email,Login,148,$432.28,0
E52520,U10528,2024-02-20,USA,Free,Desktop,Referral,Churn,3,$402.47,3
E52521,U10450,2024-03-05,India,Basic,Mobile,Organic,Login,94,$285.69,2
E52522,U10425,2023-06-17,Canada,Enterprise,Desktop,Ads,Login,45,$200.69,2
E52523,U10714,2023-08-19,UK,Basic,Desktop,Referral,Login,165,$184.23,3
E52524,U10158,2024-08-11,India,Pro,Desktop,Referral,Feature_Use,87,$286.81,2
E52525,U10585,2023-10-03,Canada,Basic,Mobile,Referral,Feature_Use,21,$129.84,2
E52526,U11171,2024-03-20,India,Pro,Desktop,Email,Feature_Use,172,$415.08,2
E52527,U10523,2024-06-01,Australia,Free,Mobile,Ads,Login,21,$332.81,0
E52528,U10901,2023-04-18,Canada,Basic,Desktop,Organic,Login,106,$66.77,0
E52529,U10277,2023-01-30,USA,Free,Tablet,Organic,Login,44,$296.25,3
E52530,U11154,2023-08-31,USA,Pro,Mobile,Ads,Churn,100,$127.39,0
E52531,U11162,2024-07-04,Canada,Basic,Mobile,Organic,Login,44,$392.66,0
E52532,U10991,2023-10-09,India,Free,Tablet,Email,Churn,32,$292.36,0
E52533,U10475,2024-06-18,USA,Pro,Mobile,Referral,Churn,148,$497.83,0
E52534,U10678,2023-11-18,USA,Free,Desktop,Organic,Login,81,$392.07,1
E52535,U10628,2023-06-19,USA,Pro,Desktop,Referral,Feature_Use,160,$216.24,4
E52536,U10019,2023-06-01,India,Pro,Mobile,Referral,Login,96,$380.22,0
E52537,U10569,2024-02-28,USA,Basic,Tablet,Email,Churn,37,$7.03,2
E52538,U10645,2023-01-19,Germany,Enterprise,Mobile,Organic,Churn,171,$284.39,0
E52539,U11115,2024-03-13,Australia,Basic,Mobile,Ads,Feature_Use,142,$481.13,0
E52540,U10409,2023-10-02,India,Free,Desktop,Organic,Churn,132,$17.21,1
E52541,U10350,2023-05-18,Germany,Basic,Mobile,Organic,Login,39,$4.28,0
E52542,U10939,2023-03-03,Canada,Pro,Desktop,Referral,Upgrade,10,$187.25,3
E52543,U10948,2023-03-11,Australia,Basic,Mobile,Email,Feature_Use,51,$444.8,3
E52544,U10463,2023-01-07,Canada,Free,Desktop,Ads,Login,162,$161.31,3
E52545,U11019,2024-03-13,Australia,Free,Mobile,Email,Login,28,$218.76,1
E52546,U10962,2024-07-30,Australia,Basic,Mobile,Ads,Feature_Use,173,$236.63,8
E52547,U10323,2024-08-13,Australia,Free,Mobile,Organic,Feature_Use,157,$148.03,3
E52548,U10593,2024-08-17,India,Pro,Tablet,Ads,Login,11,$116.47,0
E52549,U10456,2023-06-06,India,Basic,Mobile,Referral,Churn,111,$342.26,5
E52550,U11059,2023-10-01,Canada,Basic,Mobile,Referral,Login,32,$86.7,1
E52551,U10220,2024-01-17,Germany,Free,Tablet,Referral,Feature_Use,44,$160.42,1
E52552,U10954,2024-02-22,Germany,Free,Mobile,Referral,Feature_Use,135,$151.82,1
E52553,U10275,2023-08-26,Germany,Basic,Tablet,Organic,Churn,148,$377.99,1
E52554,U11149,2024-08-22,UK,Basic,Mobile,Ads,Login,32,$291.33,0
E52555,U10306,2023-07-07,Germany,Free,Desktop,Organic,Feature_Use,23,$455.79,4
E52556,U10164,2024-05-31,Australia,Pro,Desktop,Referral,Churn,170,$46.47,2
E52557,U10184,2024-06-10,Australia,Enterprise,Tablet,Email,Feature_Use,21,$162.17,0
E52558,U11019,2023-01-03,USA,Free,Desktop,Email,Login,179,$107.41,0
E52559,U10148,2023-07-31,Germany,Free,Tablet,Ads,Feature_Use,159,$404.51,3
E52560,U10688,2023-07-21,Australia,Free,Mobile,Referral,Login,49,$311.15,3
E52561,U10277,2023-12-09,UK,Basic,Tablet,Ads,Login,100,$469.02,1
E52562,U10262,2024-06-14,Canada,Free,Desktop,Email,Churn,91,$176.04,2
E52563,U10146,2024-07-01,Canada,Basic,Desktop,Referral,Feature_Use,115,$47.86,2
E52564,U10123,2023-03-07,UK,Pro,Tablet,Organic,Login,33,$124.0,0
E52565,U10121,2023-05-09,Canada,Basic,Mobile,Ads,Login,67,$395.0,0
E52566,U10758,2023-05-20,USA,Basic,Tablet,Referral,Login,64,$273.11,0
E52567,U10420,2023-08-02,Australia,Enterprise,Tablet,Email,Feature_Use,156,$329.17,2
E52568,U11030,2023-04-23,UK,Free,Mobile,Ads,Feature_Use,175,$196.25,4
E52569,U10594,2023-01-17,Germany,Basic,Tablet,Referral,Login,52,$171.62,1
E52570,U11171,2023-07-19,Australia,Free,Tablet,Ads,Login,165,$483.55,1
E52571,U10236,2024-05-26,Canada,Free,Tablet,Ads,Upgrade,76,$263.07,1
E52572,U11073,2023-07-04,India,Free,Desktop,Referral,Login,114,$401.99,0
E52573,U11075,2023-12-01,India,Enterprise,Desktop,Organic,Login,134,$341.45,3
E52574,U10586,2024-05-06,India,Free,Tablet,Referral,Feature_Use,117,$430.61,0
E52575,U10358,2023-01-26,India,Free,Tablet,Email,Feature_Use,14,$413.4,2
E52576,U10440,2023-03-17,Canada,Pro,Desktop,Ads,Login,20,$488.95,1
E52577,U11075,2024-05-15,Australia,Free,Desktop,Referral,Login,176,$330.3,6
E52578,U10883,2024-02-28,Canada,Free,Desktop,Referral,Feature_Use,152,$353.59,1
E52579,U10336,2023-05-09,UK,Enterprise,Tablet,Organic,Feature_Use,149,$436.87,0
E52580,U10295,2023-07-12,Canada,Basic,Mobile,Organic,Upgrade,175,$376.45,2
E52581,U10541,2023-01-02,India,Pro,Mobile,Organic,Login,86,$411.2,0
E52582,U10699,2024-02-26,India,Pro,Mobile,Ads,Feature_Use,19,$10.64,0
E52583,U10751,2023-10-18,Australia,Free,Desktop,Organic,Login,3,$316.17,1
E52584,U11000,2024-05-05,Canada,Free,Tablet,Ads,Upgrade,123,$450.65,0
E52585,U10180,2024-03-21,UK,Pro,Desktop,Ads,Login,65,$96.45,2
E52586,U10689,2024-08-03,Australia,Free,Desktop,Organic,Login,24,$322.35,0
E52587,U11008,2024-03-08,Germany,Pro,Mobile,Ads,Login,88,$340.4,2
E52588,U10523,2023-05-14,Germany,Free,Tablet,Organic,Feature_Use,99,$389.57,1
E52589,U10807,2024-07-03,UK,Free,Tablet,Organic,Feature_Use,151,$402.69,1
E52590,U10357,2024-08-11,India,Free,Desktop,Email,Feature_Use,39,$485.37,0
E52591,U10718,2023-05-11,USA,Basic,Tablet,Referral,Login,36,$228.97,1
E52592,U10150,2023-03-14,Canada,Basic,Mobile,Referral,Feature_Use,17,$200.56,0
E52593,U10994,2024-03-29,Germany,Free,Tablet,Email,Churn,148,$75.36,2
E52594,U10505,2023-04-04,Canada,Basic,Mobile,Referral,Login,176,$39.68,0
E52595,U10145,2023-03-31,UK,Free,Tablet,Email,Downgrade,146,$241.97,1
E52596,U10675,2023-03-19,USA,Enterprise,Mobile,Email,Upgrade,151,$8.59,3
E52597,U10171,2024-01-27,India,Free,Tablet,Referral,Feature_Use,160,$10.05,1
E52598,U10096,2023-05-16,Australia,Pro,Mobile,Organic,Login,38,$332.65,1
E52599,U10906,2023-12-11,UK,Enterprise,Desktop,Email,Feature_Use,17,$211.37,0
E52600,U10104,2023-12-01,Germany,Free,Mobile,Referral,Login,47,$142.58,1
E52601,U10838,2024-05-04,Australia,Free,Mobile,Referral,Feature_Use,99,$269.09,2
E52602,U10243,2023-09-15,Canada,Basic,Desktop,Organic,Feature_Use,170,$75.03,1
E52603,U10584,2023-11-22,India,Basic,Mobile,Email,Upgrade,35,$371.15,1
E52604,U10310,2024-06-22,Australia,Basic,Mobile,Ads,Login,44,$8.0,2
E52605,U10207,2024-03-07,UK,Basic,Desktop,Email,Login,38,$67.37,0
E52606,U10964,2024-08-16,Canada,Basic,Tablet,Organic,Login,77,$113.96,1
E52607,U10761,2024-07-07,India,Pro,Tablet,Organic,Login,57,$404.55,0
E52608,U10006,2023-02-15,USA,Free,Mobile,Referral,Upgrade,179,$45.3,3
E52609,U11124,2023-12-08,Australia,Free,Mobile,Email,Feature_Use,171,$13.64,2
E52610,U10644,2024-06-30,India,Free,Tablet,Organic,Feature_Use,57,$356.26,2
E52611,U10618,2023-07-15,USA,Free,Tablet,Referral,Churn,170,$275.91,1
E52612,U11036,2024-06-11,Germany,Free,Mobile,Referral,Downgrade,56,$324.08,1
