Customer_ID,Age,Tenure,ServicePlan,PaymentMethod,MonthlyUsage,SupportCalls,Churn
11807,36,15,Premium,BankTransfer,274,9,1
11808,60,44,Premium,Cash,61,9,0
11809,46,10,Basic,BankTransfer,178,2,0
11810,67,37,Premium,BankTransfer,,4,0
11811,19,7,Standard,Cash,92,4,0
11812,26,32,Premium,Cash,277,5,0
11813,34,11,Premium,CreditCard,82,0,1
11814,63,48,Basic,Cash,149,5,1
11815,53,68,Standard,CreditCard,118,4,1
11816,34,48,Basic,Cash,46,8,0
11817,66,45,Premium,CreditCard,142,3,0
11818,29,33,Standard,BankTransfer,18,5,1
11819,37,4,Basic,BankTransfer,194,6,0
11820,67,47,Basic,Cash,,1,0
11821,20,53,Standard,BankTransfer,157,5,0
11822,60,31,Basic,Cash,79,4,1
11823,67,31,Basic,Cash,241,7,0
11824,21,27,Basic,Cash,142,5,0
11825,34,48,Premium,CreditCard,127,3,0
11826,67,36,Basic,CreditCard,180,0,0
11827,54,49,Premium,Cash,191,2,0
11828,63,31,Basic,BankTransfer,275,2,1
11829,59,44,Basic,BankTransfer,167,8,1
11830,32,59,Basic,BankTransfer,,5,0
11831,50,23,Basic,CreditCard,194,6,0
11832,33,68,Standard,CreditCard,148,6,0
11833,28,42,Premium,CreditCard,209,1,1
11834,37,42,Standard,BankTransfer,73,1,0
11835,55,13,Standard,BankTransfer,238,4,1
11836,41,1,Standard,BankTransfer,40,1,0
11837,33,53,Standard,BankTransfer,121,3,0
11838,47,40,Basic,CreditCard,10,0,0
11839,51,46,Basic,Cash,98,8,0
11840,18,22,Standard,BankTransfer,,7,1
11841,41,52,Standard,BankTransfer,211,1,1
11842,41,28,Premium,CreditCard,55,8,1
11843,26,53,Standard,CreditCard,278,6,0
11844,39,63,Basic,BankTransfer,85,8,1
11845,29,17,Premium,Cash,249,3,0
11846,34,64,Standard,CreditCard,122,3,0
11847,42,6,Premium,CreditCard,216,1,0
11848,45,14,Standard,CreditCard,284,4,1
11849,32,17,Premium,CreditCard,222,1,0
11850,47,38,Premium,BankTransfer,,6,0
11851,68,69,Basic,BankTransfer,66,3,1
11852,44,13,Premium,BankTransfer,56,8,0
11853,39,53,Standard,Cash,169,6,0
11854,27,9,Premium,CreditCard,10,1,1
11855,48,44,Standard,CreditCard,216,7,0
11856,44,26,Standard,CreditCard,44,8,1
11857,29,19,Basic,BankTransfer,221,5,0
11858,63,48,Premium,CreditCard,168,3,0
11859,48,30,Basic,BankTransfer,33,5,0
11860,49,32,Standard,BankTransfer,,2,0
11861,49,69,Premium,Cash,258,3,0
11862,58,11,Premium,CreditCard,201,9,0
11863,62,26,Standard,BankTransfer,102,6,0
11864,52,26,Basic,CreditCard,210,4,0
11865,63,17,Basic,BankTransfer,129,6,1
11866,38,44,Premium,BankTransfer,253,7,0
11867,27,23,Basic,BankTransfer,147,7,1
11868,33,25,Premium,BankTransfer,265,3,1
11869,24,37,Basic,Cash,126,3,0
11870,21,65,Standard,CreditCard,,2,0
11871,44,2,Standard,CreditCard,288,1,0
11872,69,32,Standard,BankTransfer,202,0,0
11873,42,55,Premium,CreditCard,72,3,1
11874,48,50,Premium,CreditCard,45,4,1
11875,28,65,Standard,CreditCard,288,4,1
11876,65,32,Standard,Cash,72,3,0
11877,37,37,Basic,BankTransfer,223,3,0
11878,53,13,Standard,Cash,42,1,1
11879,34,54,Standard,CreditCard,184,7,0
11880,62,3,Standard,CreditCard,,1,0
11881,28,42,Premium,Cash,288,4,1
11882,47,40,Premium,BankTransfer,119,8,0
11883,52,66,Standard,CreditCard,95,4,0
11884,58,60,Basic,Cash,13,0,0
11885,55,11,Basic,Cash,106,8,0
11886,39,1,Standard,BankTransfer,93,9,1
11887,60,26,Premium,Cash,251,8,1
11888,65,42,Standard,Cash,137,0,1
11889,68,62,Basic,Cash,105,2,0
11890,44,61,Premium,CreditCard,,8,1
11891,54,62,Premium,CreditCard,121,1,1
11892,63,12,Premium,BankTransfer,130,1,0
11893,66,27,Standard,Cash,282,6,1
11894,52,67,Standard,Cash,34,6,1
11895,21,28,Standard,CreditCard,23,3,0
11896,33,66,Basic,CreditCard,119,4,0
11897,33,28,Premium,CreditCard,39,8,1
11898,38,21,Premium,BankTransfer,31,5,0
11899,43,7,Basic,CreditCard,111,1,1
11900,53,14,Basic,Cash,,6,0
11901,36,39,Premium,Cash,81,9,0
11902,34,62,Premium,Cash,125,4,0
11903,62,12,Basic,BankTransfer,265,8,0
11904,43,38,Standard,Cash,123,1,0
11905,39,58,Standard,Cash,37,6,1
11906,45,56,Standard,Cash,191,4,1
11907,18,39,Basic,CreditCard,195,0,0
11908,61,4,Premium,Cash,260,0,0
11909,53,48,Basic,CreditCard,191,0,1
11910,60,7,Standard,CreditCard,,4,0
11911,54,60,Standard,BankTransfer,215,0,1
11912,19,40,Standard,BankTransfer,261,8,1
11913,34,8,Basic,Cash,181,8,1
11914,57,58,Basic,BankTransfer,180,7,1
11915,55,57,Standard,CreditCard,250,4,1
11916,38,35,Standard,CreditCard,251,8,0
11917,26,13,Premium,Cash,89,1,1
11918,30,39,Basic,Cash,266,2,1
11919,28,21,Premium,Cash,256,2,0
11920,33,47,Standard,CreditCard,,3,0
11921,33,2,Standard,CreditCard,132,1,1
11922,19,44,Standard,Cash,201,9,0
11923,59,30,Premium,Cash,36,3,1
11924,61,55,Basic,CreditCard,89,0,0
11925,25,40,Basic,BankTransfer,97,6,0
11926,60,24,Premium,CreditCard,165,4,0
11927,59,42,Basic,BankTransfer,97,3,0
11928,30,28,Premium,Cash,226,1,1
11929,34,51,Premium,CreditCard,188,7,0
11930,56,22,Basic,Cash,,2,1
11931,41,8,Basic,Cash,262,4,1
11932,20,14,Premium,Cash,80,2,0
11933,47,45,Basic,CreditCard,96,9,0
11934,69,38,Basic,CreditCard,44,6,0
11935,30,32,Premium,BankTransfer,103,3,0
11936,36,62,Standard,CreditCard,203,8,0
11937,24,67,Premium,BankTransfer,25,0,0
11938,26,61,Basic,BankTransfer,17,4,0
11939,36,13,Standard,CreditCard,101,4,0
11940,62,47,Basic,CreditCard,,6,0
11941,57,54,Premium,Cash,218,0,0
11942,39,71,Premium,Cash,194,7,0
11943,35,52,Premium,CreditCard,254,6,1
11944,40,25,Standard,BankTransfer,215,7,0
11945,19,23,Basic,CreditCard,94,0,1
11946,67,30,Standard,Cash,292,2,1
11947,67,11,Premium,BankTransfer,169,5,0
11948,28,35,Basic,Cash,239,6,1
11949,48,27,Premium,CreditCard,128,2,0
11950,50,67,Basic,CreditCard,,8,1
11951,31,47,Standard,CreditCard,252,4,0
11952,33,50,Standard,Cash,173,6,0
11953,28,8,Standard,CreditCard,128,6,0
11954,50,55,Standard,CreditCard,33,4,0
11955,24,42,Basic,CreditCard,176,3,0
11956,48,67,Basic,Cash,187,8,1
11957,65,20,Standard,Cash,156,3,0
11958,63,45,Standard,CreditCard,175,6,1
11959,64,35,Basic,Cash,291,1,0
11960,31,20,Premium,BankTransfer,,7,1
11961,45,24,Standard,BankTransfer,247,3,1
11962,60,57,Basic,BankTransfer,186,4,0
11963,33,55,Standard,BankTransfer,291,4,0
11964,36,9,Basic,CreditCard,101,0,0
11965,34,16,Standard,BankTransfer,245,3,1
11966,43,55,Standard,CreditCard,182,6,0
11967,23,58,Premium,CreditCard,98,3,1
11968,60,64,Premium,Cash,223,1,0
11969,66,49,Premium,BankTransfer,271,4,0
11970,26,29,Premium,CreditCard,,6,1
11971,67,7,Standard,Cash,74,3,1
11972,34,69,Standard,CreditCard,113,5,0
11973,48,2,Premium,CreditCard,243,3,1
11974,29,33,Premium,Cash,76,2,1
11975,40,48,Standard,CreditCard,265,9,1
11976,22,37,Basic,Cash,183,0,1
11977,60,30,Premium,BankTransfer,142,7,1
11978,53,41,Basic,CreditCard,46,5,1
11979,53,4,Standard,CreditCard,38,9,1
11980,20,39,Basic,BankTransfer,,2,0
11981,41,24,Premium,CreditCard,58,0,0
11982,34,50,Premium,Cash,162,3,1
11983,56,37,Premium,Cash,147,3,1
11984,43,53,Premium,Cash,107,7,1
11985,21,25,Premium,CreditCard,24,5,0
11986,62,31,Standard,BankTransfer,214,2,0
11987,29,38,Basic,CreditCard,238,4,1
11988,18,58,Standard,BankTransfer,196,5,1
11989,38,53,Standard,BankTransfer,250,4,1
11990,36,50,Standard,CreditCard,,1,0
11991,38,4,Basic,BankTransfer,151,5,0
11992,69,52,Basic,CreditCard,211,7,1
11993,35,31,Standard,CreditCard,193,7,1
11994,60,14,Basic,CreditCard,270,5,1
11995,69,1,Standard,CreditCard,271,2,1
11996,20,43,Standard,Cash,255,7,1
11997,66,59,Premium,CreditCard,278,0,1
11998,61,61,Basic,Cash,249,6,0
11999,49,41,Premium,CreditCard,238,7,0
12000,27,18,Standard,BankTransfer,,4,0
12001,57,60,Standard,Cash,160,3,1
12002,32,69,Standard,CreditCard,158,4,0
12003,22,59,Premium,CreditCard,299,0,0
12004,21,42,Premium,BankTransfer,40,5,1
12005,45,36,Standard,BankTransfer,236,9,0
12006,69,40,Premium,CreditCard,203,4,1
12007,68,30,Standard,BankTransfer,151,4,1
12008,21,11,Standard,BankTransfer,243,4,0
12009,32,25,Premium,Cash,109,8,0
12010,34,45,Basic,BankTransfer,,8,0
12011,61,51,Standard,BankTransfer,201,7,0
12012,20,43,Standard,Cash,78,9,1
12013,27,66,Premium,CreditCard,122,8,0
12014,64,47,Premium,Cash,224,4,0
12015,59,24,Premium,BankTransfer,52,1,0
12016,40,37,Standard,Cash,245,1,0
12017,35,56,Basic,BankTransfer,119,9,1
12018,18,46,Basic,Cash,255,7,0
12019,52,28,Basic,Cash,80,2,0
12020,48,52,Standard,CreditCard,,0,0
12021,61,15,Premium,BankTransfer,196,1,0
12022,18,45,Basic,Cash,37,5,1
12023,20,58,Basic,Cash,222,6,0
12024,20,67,Basic,BankTransfer,64,9,1
12025,54,41,Standard,Cash,45,5,0
12026,36,65,Premium,CreditCard,271,0,0
12027,46,40,Premium,BankTransfer,220,0,1
12028,42,5,Premium,CreditCard,62,5,1
12029,50,28,Premium,BankTransfer,148,6,0
12030,53,38,Basic,CreditCard,,0,0
12031,46,18,Premium,BankTransfer,55,7,0
12032,43,37,Basic,Cash,91,4,1
12033,21,27,Standard,BankTransfer,183,2,1
12034,66,25,Standard,Cash,50,5,0
12035,31,69,Standard,CreditCard,276,4,1
12036,67,27,Premium,Cash,36,9,1
12037,44,54,Premium,CreditCard,58,5,0
12038,50,7,Basic,Cash,281,0,1
12039,39,27,Premium,CreditCard,279,5,1
12040,65,59,Standard,BankTransfer,,0,1
12041,20,31,Premium,BankTransfer,213,4,1
12042,40,68,Basic,Cash,291,4,0
12043,38,4,Standard,BankTransfer,243,5,1
12044,58,18,Standard,Cash,49,9,1
12045,40,63,Basic,CreditCard,255,9,1
12046,21,52,Standard,CreditCard,27,7,1
12047,38,63,Basic,BankTransfer,119,6,0
12048,54,45,Basic,BankTransfer,266,6,0
12049,60,12,Premium,Cash,25,7,1
12050,48,8,Standard,Cash,,6,0
12051,38,22,Premium,CreditCard,128,4,1
12052,43,41,Premium,CreditCard,220,8,0
12053,58,41,Basic,Cash,273,3,0
12054,52,57,Basic,BankTransfer,261,3,1
12055,55,32,Premium,BankTransfer,108,9,0
12056,41,55,Basic,Cash,27,8,0
12057,28,6,Standard,Cash,99,6,0
12058,58,39,Standard,BankTransfer,34,0,0
12059,46,9,Premium,BankTransfer,283,2,1
12060,64,32,Standard,BankTransfer,,5,0
12061,20,36,Premium,BankTransfer,78,5,1
12062,18,16,Standard,Cash,20,0,0
12063,69,12,Basic,CreditCard,269,8,0
12064,36,41,Standard,BankTransfer,19,9,0
12065,63,67,Basic,CreditCard,110,6,0
12066,66,58,Premium,CreditCard,21,9,1
12067,39,9,Standard,BankTransfer,83,5,1
12068,31,17,Basic,Cash,142,3,0
12069,66,5,Basic,CreditCard,244,0,1
12070,31,26,Premium,CreditCard,,8,0
12071,61,1,Premium,Cash,234,4,0
12072,33,1,Standard,BankTransfer,14,8,0
12073,50,35,Standard,BankTransfer,32,6,0
12074,30,9,Standard,Cash,193,3,0
12075,55,38,Basic,Cash,225,1,1
12076,66,4,Premium,CreditCard,55,7,0
12077,29,52,Standard,BankTransfer,139,8,0
12078,68,19,Standard,BankTransfer,83,0,0
12079,55,5,Basic,Cash,10,6,0
12080,56,48,Standard,Cash,,3,0
12081,50,63,Basic,BankTransfer,71,7,1
12082,50,38,Basic,BankTransfer,72,0,1
12083,46,52,Premium,BankTransfer,117,1,0
12084,22,46,Basic,CreditCard,245,9,1
12085,23,9,Premium,CreditCard,25,9,0
12086,48,50,Basic,CreditCard,255,6,0
12087,33,66,Premium,BankTransfer,246,5,0
12088,48,38,Basic,BankTransfer,120,0,0
12089,42,27,Standard,BankTransfer,183,5,1
12090,65,20,Premium,BankTransfer,,6,0
12091,63,62,Premium,BankTransfer,191,6,0
12092,50,16,Basic,Cash,91,7,1
12093,30,13,Standard,CreditCard,122,5,1
12094,69,20,Standard,BankTransfer,176,1,1
12095,27,24,Premium,Cash,165,6,1
12096,41,50,Standard,CreditCard,263,0,0
12097,27,7,Standard,Cash,62,0,1
12098,58,29,Basic,BankTransfer,105,5,1
12099,48,5,Standard,Cash,285,5,0
12100,30,35,Standard,Cash,,0,1
12101,20,65,Standard,Cash,287,7,0
12102,67,70,Standard,CreditCard,149,8,0
12103,69,7,Basic,Cash,239,7,0
12104,51,44,Basic,CreditCard,196,0,1
12105,66,13,Standard,BankTransfer,63,7,0
12106,45,38,Basic,BankTransfer,62,4,0
12107,36,13,Premium,CreditCard,97,5,1
12108,40,54,Basic,BankTransfer,112,2,1
12109,62,44,Basic,CreditCard,149,6,0
12110,49,13,Basic,CreditCard,,8,1
12111,30,25,Premium,Cash,95,2,1
12112,50,24,Premium,CreditCard,272,2,1
12113,51,29,Premium,BankTransfer,166,7,1
12114,50,70,Basic,CreditCard,129,0,0
12115,22,18,Premium,CreditCard,141,0,1
12116,20,5,Premium,CreditCard,289,1,0
12117,24,18,Basic,Cash,94,9,0
12118,41,63,Standard,CreditCard,91,0,0
12119,39,37,Basic,BankTransfer,32,5,1
12120,62,71,Basic,Cash,,9,0
12121,40,55,Basic,BankTransfer,274,8,0
12122,47,12,Standard,Cash,34,7,1
12123,35,52,Basic,Cash,237,2,1
12124,49,57,Basic,BankTransfer,297,0,1
12125,24,46,Standard,BankTransfer,144,5,0
12126,50,44,Basic,Cash,196,6,1
12127,22,24,Basic,Cash,172,1,1
12128,66,9,Basic,BankTransfer,38,8,1
12129,45,12,Standard,Cash,124,3,1
12130,25,9,Basic,Cash,,9,1
12131,32,22,Standard,Cash,56,6,0
12132,69,17,Standard,Cash,280,1,0
12133,21,33,Premium,Cash,129,1,0
12134,51,47,Basic,CreditCard,144,5,0
12135,22,15,Basic,CreditCard,111,1,0
12136,50,33,Premium,Cash,215,2,0
12137,22,15,Premium,CreditCard,227,8,1
12138,55,27,Basic,Cash,283,6,0
12139,51,61,Basic,Cash,271,9,0
12140,43,68,Premium,Cash,,4,0
12141,18,48,Basic,CreditCard,50,7,0
12142,21,8,Basic,Cash,85,3,0
12143,56,6,Basic,CreditCard,60,6,1
12144,43,63,Premium,Cash,70,6,1
12145,50,2,Premium,CreditCard,103,8,1
12146,50,22,Standard,CreditCard,28,6,0
12147,25,21,Standard,BankTransfer,30,9,0
12148,37,6,Basic,Cash,89,1,1
12149,33,70,Basic,CreditCard,80,2,1
12150,38,13,Standard,BankTransfer,,8,1
12151,62,1,Standard,Cash,35,3,1
12152,43,22,Standard,CreditCard,178,9,1
12153,40,24,Basic,BankTransfer,14,3,1
12154,35,64,Basic,BankTransfer,35,9,0
12155,48,41,Standard,BankTransfer,175,8,1
12156,69,22,Premium,CreditCard,91,5,1
12157,59,61,Standard,Cash,271,8,0
12158,29,12,Premium,Cash,266,8,1
12159,18,4,Premium,BankTransfer,84,2,1
12160,59,12,Basic,Cash,,5,0
12161,26,33,Premium,BankTransfer,89,5,1
12162,20,21,Premium,CreditCard,58,3,1
12163,68,52,Standard,CreditCard,91,0,1
12164,43,47,Standard,Cash,46,2,0
12165,26,59,Premium,BankTransfer,234,6,1
12166,59,47,Standard,CreditCard,266,6,1
12167,68,56,Standard,Cash,228,6,0
12168,33,13,Standard,BankTransfer,223,9,1
12169,41,44,Standard,CreditCard,284,8,1
12170,67,35,Premium,Cash,,9,0
12171,31,29,Premium,BankTransfer,123,0,0
12172,20,56,Premium,BankTransfer,65,1,0
12173,51,5,Premium,CreditCard,228,2,0
12174,50,67,Premium,Cash,93,1,1
12175,67,53,Basic,Cash,291,1,1
12176,41,60,Standard,BankTransfer,183,2,1
12177,26,6,Basic,CreditCard,172,6,1
12178,30,48,Premium,CreditCard,31,4,0
12179,19,35,Standard,Cash,151,8,1
12180,24,18,Premium,BankTransfer,,7,1
12181,65,11,Basic,Cash,168,1,1
12182,38,51,Premium,Cash,282,4,0
12183,36,23,Standard,BankTransfer,160,0,0
12184,42,47,Premium,CreditCard,68,2,0
12185,64,59,Premium,Cash,98,4,1
12186,39,57,Standard,BankTransfer,139,8,0
12187,28,56,Basic,CreditCard,99,8,1
12188,50,27,Basic,BankTransfer,277,2,0
12189,49,35,Standard,BankTransfer,249,5,1
12190,38,55,Standard,BankTransfer,,9,1
12191,56,9,Basic,CreditCard,230,9,0
12192,37,18,Standard,CreditCard,129,5,0
12193,25,44,Basic,CreditCard,267,8,0
12194,59,21,Premium,Cash,25,5,1
12195,54,56,Basic,Cash,173,2,1
12196,26,48,Standard,CreditCard,132,6,0
12197,42,1,Premium,Cash,186,0,1
12198,42,27,Standard,BankTransfer,223,2,0
12199,50,45,Basic,BankTransfer,114,2,1
12200,19,63,Premium,BankTransfer,,0,0
12201,36,58,Basic,Cash,104,0,0
12202,63,40,Premium,CreditCard,114,7,0
12203,37,63,Standard,Cash,246,7,0
12204,59,38,Basic,Cash,139,8,1
12205,58,29,Premium,CreditCard,236,9,0
12206,59,40,Premium,BankTransfer,165,5,1
12207,46,19,Premium,CreditCard,144,7,0
12208,23,56,Basic,BankTransfer,286,3,1
12209,34,44,Standard,CreditCard,117,4,1
12210,42,65,Standard,Cash,,7,1
12211,55,13,Premium,CreditCard,246,1,0
12212,21,30,Standard,CreditCard,86,9,1
12213,47,49,Basic,BankTransfer,151,3,1
12214,37,63,Standard,CreditCard,86,0,1
12215,20,71,Standard,CreditCard,20,7,1
12216,40,35,Basic,CreditCard,19,1,1
12217,68,11,Basic,CreditCard,11,1,0
12218,35,49,Standard,Cash,10,4,0
12219,43,40,Standard,CreditCard,56,0,1
12220,53,21,Standard,CreditCard,,5,0
12221,25,47,Premium,BankTransfer,92,7,0
12222,34,3,Basic,CreditCard,283,6,1
12223,48,30,Premium,Cash,210,9,1
12224,54,67,Premium,BankTransfer,71,5,1
12225,62,62,Premium,BankTransfer,34,0,0
12226,50,37,Premium,CreditCard,223,8,1
12227,44,22,Standard,BankTransfer,116,6,0
12228,62,31,Basic,BankTransfer,166,2,1
12229,21,46,Standard,CreditCard,89,3,1
12230,39,45,Basic,Cash,,2,1
12231,43,14,Premium,Cash,209,3,1
12232,49,12,Basic,CreditCard,213,0,0
12233,41,63,Basic,BankTransfer,203,2,0
12234,63,38,Basic,CreditCard,215,4,0
12235,52,47,Basic,CreditCard,217,4,0
12236,54,54,Standard,BankTransfer,252,8,1
12237,49,55,Premium,BankTransfer,107,4,0
12238,24,48,Standard,CreditCard,243,0,0
12239,50,15,Premium,BankTransfer,19,4,1
12240,48,71,Standard,BankTransfer,,6,1
12241,29,16,Standard,Cash,117,3,0
12242,28,43,Standard,Cash,290,6,0
12243,41,7,Basic,CreditCard,124,9,0
12244,25,43,Basic,CreditCard,36,1,0
12245,49,28,Basic,CreditCard,19,1,1
12246,55,66,Basic,Cash,48,6,1
12247,39,60,Standard,BankTransfer,280,2,0
12248,51,3,Standard,CreditCard,150,6,1
12249,36,1,Premium,Cash,42,2,1
12250,69,31,Basic,CreditCard,,5,0
12251,37,56,Basic,Cash,20,6,1
12252,31,46,Basic,Cash,226,4,0
12253,50,32,Basic,BankTransfer,160,6,1
12254,27,18,Basic,Cash,53,3,1
12255,33,68,Basic,BankTransfer,79,0,1
12256,21,35,Standard,CreditCard,250,7,0
12257,44,23,Basic,BankTransfer,219,9,1
12258,45,13,Basic,CreditCard,250,9,0
12259,60,14,Standard,CreditCard,179,1,0
12260,33,37,Premium,BankTransfer,,8,1
12261,69,5,Standard,CreditCard,229,5,0
12262,50,22,Basic,CreditCard,199,4,0
12263,65,28,Standard,CreditCard,96,5,1
12264,36,4,Basic,CreditCard,243,9,1
12265,38,50,Standard,Cash,144,0,1
12266,39,29,Premium,Cash,93,3,0
12267,26,37,Basic,BankTransfer,274,5,0
12268,26,35,Standard,Cash,276,5,0
12269,26,20,Standard,Cash,15,5,0
12270,44,35,Standard,Cash,,6,0
12271,34,2,Basic,Cash,119,8,0
12272,61,58,Standard,Cash,27,8,0
12273,62,18,Basic,Cash,294,2,0
12274,25,56,Basic,BankTransfer,53,3,0
12275,33,64,Premium,BankTransfer,170,0,1
12276,35,52,Premium,BankTransfer,47,0,1
12277,50,22,Standard,Cash,246,3,0
12278,18,60,Basic,Cash,110,5,1
12279,29,10,Standard,Cash,178,2,0
12280,23,6,Basic,CreditCard,,4,1
12281,58,6,Basic,Cash,72,8,0
12282,22,28,Standard,BankTransfer,236,0,1
12283,33,42,Basic,CreditCard,237,0,0
12284,35,41,Standard,CreditCard,274,1,1
12285,66,63,Basic,Cash,152,5,1
12286,35,22,Standard,Cash,233,9,1
12287,18,29,Standard,BankTransfer,274,8,0
12288,36,71,Premium,BankTransfer,110,7,0
12289,25,34,Premium,Cash,218,4,1
12290,20,2,Basic,BankTransfer,,7,0
12291,42,26,Standard,BankTransfer,48,4,1
12292,22,19,Standard,Cash,188,9,0
12293,57,20,Standard,BankTransfer,49,9,0
12294,36,33,Standard,CreditCard,255,2,1
12295,35,4,Standard,CreditCard,72,6,0
12296,67,32,Basic,BankTransfer,143,5,0
12297,48,19,Premium,CreditCard,47,6,1
12298,50,3,Standard,BankTransfer,271,4,0
12299,64,61,Standard,CreditCard,124,7,1
12300,35,38,Standard,BankTransfer,,7,1
12301,56,6,Basic,Cash,126,4,0
12302,33,56,Premium,BankTransfer,233,9,1
12303,33,40,Premium,Cash,107,6,1
12304,64,69,Standard,BankTransfer,171,3,1
12305,55,42,Basic,BankTransfer,229,6,0
12306,58,2,Premium,Cash,70,5,0
12307,24,28,Premium,CreditCard,223,1,1
12308,31,17,Basic,Cash,187,1,1
12309,60,70,Premium,CreditCard,41,9,1
12310,65,69,Basic,BankTransfer,,6,0
12311,42,39,Premium,CreditCard,57,6,0
12312,49,7,Basic,BankTransfer,118,2,1
12313,55,32,Standard,Cash,282,2,0
12314,39,4,Premium,CreditCard,147,1,0
12315,33,21,Premium,BankTransfer,216,9,0
12316,69,32,Premium,CreditCard,59,9,1
12317,46,14,Basic,Cash,47,5,0
12318,33,70,Premium,BankTransfer,121,5,1
12319,29,46,Premium,Cash,177,8,0
12320,34,20,Basic,BankTransfer,,5,1
12321,54,58,Premium,CreditCard,231,7,0
12322,44,48,Premium,CreditCard,40,4,1
12323,42,7,Basic,CreditCard,281,7,0
12324,30,40,Basic,CreditCard,37,1,1
12325,25,59,Basic,Cash,174,8,1
12326,22,36,Premium,BankTransfer,82,5,1
12327,29,44,Standard,CreditCard,108,4,0
12328,58,31,Basic,CreditCard,45,1,1
12329,20,42,Premium,CreditCard,175,9,0
12330,52,44,Standard,CreditCard,,0,0
12331,50,43,Standard,BankTransfer,43,2,0
12332,39,43,Basic,CreditCard,159,9,1
12333,67,47,Basic,BankTransfer,103,7,1
12334,61,6,Basic,Cash,188,6,1
12335,26,66,Basic,CreditCard,209,8,0
12336,58,9,Basic,CreditCard,267,6,0
12337,35,11,Premium,Cash,103,4,1
12338,67,18,Premium,Cash,292,0,0
12339,46,25,Basic,CreditCard,107,3,0
12340,56,58,Premium,CreditCard,,4,0
12341,44,30,Basic,Cash,227,8,1
12342,53,1,Basic,BankTransfer,160,4,0
12343,62,63,Standard,BankTransfer,50,8,0
12344,34,29,Basic,Cash,97,4,1
12345,51,66,Standard,CreditCard,11,8,1
12346,63,53,Premium,CreditCard,71,5,0
12347,20,19,Basic,CreditCard,242,9,0
12348,22,66,Standard,Cash,233,0,1
12349,31,52,Standard,Cash,129,3,0
12350,20,31,Premium,BankTransfer,,9,1
12351,40,60,Standard,Cash,66,9,1
12352,56,68,Basic,CreditCard,57,2,1
12353,47,30,Basic,Cash,216,8,0
12354,67,13,Standard,Cash,143,0,1
12355,62,15,Basic,CreditCard,118,6,1
12356,40,20,Basic,CreditCard,82,0,0
12357,44,34,Standard,Cash,66,5,0
12358,27,20,Premium,Cash,272,1,0
12359,42,50,Premium,CreditCard,39,6,0
12360,30,27,Basic,CreditCard,,1,0
12361,33,30,Standard,Cash,159,2,0
12362,58,56,Basic,Cash,269,9,1
12363,51,65,Basic,BankTransfer,14,4,1
12364,54,55,Standard,CreditCard,141,4,1
12365,39,24,Premium,Cash,180,5,0
12366,34,25,Basic,CreditCard,24,6,0
12367,40,53,Premium,CreditCard,243,6,1
12368,53,11,Basic,CreditCard,93,0,1
12369,66,60,Standard,CreditCard,195,5,1
12370,26,47,Standard,Cash,,0,1
12371,69,25,Premium,BankTransfer,104,5,0
12372,19,25,Basic,BankTransfer,239,8,1
12373,49,17,Standard,Cash,245,3,0
12374,67,12,Basic,BankTransfer,265,1,1
12375,39,52,Basic,CreditCard,290,3,1
12376,60,11,Premium,Cash,27,6,0
12377,30,10,Basic,Cash,290,2,0
12378,25,60,Basic,Cash,44,9,1
12379,18,54,Premium,CreditCard,134,5,0
12380,34,63,Standard,CreditCard,,9,0
12381,29,20,Basic,CreditCard,21,1,0
12382,21,5,Basic,Cash,103,1,0
12383,30,41,Standard,CreditCard,159,0,0
12384,48,63,Premium,Cash,68,9,1
12385,58,56,Standard,CreditCard,222,1,0
12386,24,32,Basic,CreditCard,70,6,0
12387,40,27,Basic,CreditCard,170,4,0
12388,41,68,Premium,CreditCard,156,3,0
12389,22,48,Premium,BankTransfer,157,6,1
12390,22,7,Standard,CreditCard,,8,0
12391,34,46,Premium,BankTransfer,231,7,0
12392,47,18,Standard,Cash,124,9,1
12393,26,38,Standard,Cash,272,1,0
12394,23,65,Basic,BankTransfer,184,0,0
12395,42,17,Standard,Cash,218,8,1
12396,36,38,Standard,CreditCard,254,2,1
12397,33,63,Premium,BankTransfer,107,8,0
12398,38,42,Premium,BankTransfer,144,6,1
12399,19,8,Basic,Cash,219,5,0
12400,27,30,Basic,Cash,,2,0
12401,33,64,Basic,BankTransfer,272,2,1
12402,54,9,Standard,Cash,100,0,1
12403,32,57,Premium,BankTransfer,280,4,0
12404,30,59,Standard,BankTransfer,43,9,0
12405,30,67,Basic,BankTransfer,203,4,1
12406,49,5,Premium,CreditCard,276,9,1
12407,62,4,Standard,CreditCard,207,0,1
12408,64,8,Premium,Cash,19,6,1
12409,63,42,Standard,BankTransfer,220,7,1
12410,25,35,Basic,Cash,,1,0
12411,60,13,Standard,CreditCard,101,7,0
12412,35,5,Standard,Cash,118,9,0
12413,53,40,Basic,BankTransfer,21,0,1
12414,43,19,Basic,BankTransfer,130,9,1
12415,27,4,Standard,CreditCard,229,0,0
12416,48,59,Standard,BankTransfer,14,9,0
12417,50,18,Standard,Cash,284,4,1
12418,46,24,Basic,BankTransfer,245,7,1
12419,22,31,Basic,CreditCard,46,8,0
12420,30,58,Basic,BankTransfer,,6,1
12421,18,28,Premium,CreditCard,180,7,0
12422,40,9,Premium,BankTransfer,206,4,0
12423,57,45,Basic,CreditCard,249,9,0
12424,20,49,Premium,CreditCard,225,5,1
